date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:12	25090/25090	---M-Z	200	added ('OK')	text/html	etag:%226202-64a997b9808bb-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html	(from )
15:31:12	65/65	---M--	200	added ('OK')	text/plain	etag:%2241-5b575948b781b%22	https://www.cloudsemi.com/robots.txt		(from )
15:31:12	2433/2433	---M--	200	added ('OK')	text/css	etag:%22981-5e810726f13fc%22	https://www.cloudsemi.com/member/eiken/eikenj2/table.css	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/table.css	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:12	6632/6632	---M--	200	added ('OK')	image/gif	etag:%2219e8-5f11ac97afa14%22	https://www.cloudsemi.com/member/eiken/eikenj2/image_back.gif	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/image_back.gif	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:13	195121/195121	---M--	200	added ('OK')	text/javascript	etag:16509120140464494417	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-9322505325144938	C:/My%20Web%20Sites/Listening/pagead2.googlesyndication.com/pagead/js/f4d3b.txt	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:13	10911/10911	---M-Z	200	added ('OK')	text/html	etag:%222a9f-64a723ddb4db0-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-3_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-3_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:13	20951/20951	---M-Z	200	added ('OK')	text/html	etag:%2251d7-64a723dd96571-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-3_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-3_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:13	20978/20978	---M-Z	200	added ('OK')	text/html	etag:%2251f2-64a723dd73adc-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-3_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-3_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:14	10911/10911	---M-Z	200	added ('OK')	text/html	etag:%222a9f-641a239a8ccf8-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-2_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-2_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:14	20927/20927	---M-Z	200	added ('OK')	text/html	etag:%2251bf-641a239a6fc08-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-2_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-2_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:14	20968/20968	---M-Z	200	added ('OK')	text/html	etag:%2251e8-641a239a4d591-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-2_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-2_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:14	10911/10911	---M-Z	200	added ('OK')	text/html	etag:%222a9f-63cb7387b59d6-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-1_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-1_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:15	21145/21145	---M-Z	200	added ('OK')	text/html	etag:%225299-637bdbf5d42d2-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-1_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-1_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:15	21110/21110	---M-Z	200	added ('OK')	text/html	etag:%225276-637bdbf5b3780-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2025-1_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2025-1_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:15	11094/11094	---M-Z	200	added ('OK')	text/html	etag:%222b56-62dd7b106f65f-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-3_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-3_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:15	20979/20979	---M-Z	200	added ('OK')	text/html	etag:%2251f3-62dd7b10563fa-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-3_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-3_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:15	21498/21498	---M-Z	200	added ('OK')	text/html	etag:%2253fa-62dd7b1038b7e-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-3_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-3_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:16	11094/11094	---M-Z	200	added ('OK')	text/html	etag:%222b56-624ce4afdd84e-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-2_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-2_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:16	21010/21010	---M-Z	200	added ('OK')	text/html	etag:%225212-624ce4afc3a58-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-2_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-2_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:16	21608/21608	---M-Z	200	added ('OK')	text/html	etag:%225468-624ce4afa656d-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-2_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-2_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:16	11094/11094	---M-Z	200	added ('OK')	text/html	etag:%222b56-61ad164bf5810-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-1_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-1_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:17	21061/21061	---M-Z	200	added ('OK')	text/html	etag:%225245-61ad164bd410b-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-1_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-1_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:17	21105/21105	---M-Z	200	added ('OK')	text/html	etag:%225271-61ad164bad402-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2024-1_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2024-1_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:17	11094/11094	---M-Z	200	added ('OK')	text/html	etag:%222b56-6101ea02bec04-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-3_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-3_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:17	21082/21082	---M-Z	200	added ('OK')	text/html	etag:%22525a-610202b294c5e-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-3_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-3_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:18	21259/21259	---M-Z	200	added ('OK')	text/html	etag:%22530b-61023f83b2a51-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-3_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-3_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:18	18183/18183	---M-Z	200	added ('OK')	text/html	etag:%224707-607d197b4601a-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-2_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-2_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:18	21754/21754	---M-Z	200	added ('OK')	text/html	etag:%2254fa-607df71a3ab84-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-2_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-2_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:18	22107/22107	---M-Z	200	added ('OK')	text/html	etag:%22565b-607e1b9bf51b6-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-2_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-2_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:18	18296/18296	---M-Z	200	added ('OK')	text/html	etag:%224778-5fdf9993d179d-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-1_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-1_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:19	21722/21722	---M-Z	200	added ('OK')	text/html	etag:%2254da-5fdfc85e6ba7c-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-1_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-1_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:19	21942/21942	---M-Z	200	added ('OK')	text/html	etag:%2255b6-5fdfec9edd803-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2023-1_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2023-1_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:19	18107/18107	---M-Z	200	added ('OK')	text/html	etag:%2246bb-5f3753af20d27-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-3_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-3_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:19	21746/21746	---M-Z	200	added ('OK')	text/html	etag:%2254f2-5f3753aef9c1a-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-3_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-3_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:20	21874/21874	---M-Z	200	added ('OK')	text/html	etag:%225572-5f3753aec6f94-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-3_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-3_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:20	18171/18171	---M-Z	200	added ('OK')	text/html	etag:%2246fb-5f12cec630bf8-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-2_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-2_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:20	21657/21657	---M-Z	200	added ('OK')	text/html	etag:%225499-5f12cec5ffec5-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-2_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-2_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:20	21864/21864	---M-Z	200	added ('OK')	text/html	etag:%225568-5f12cec5ce9d2-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-2_3.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-2_3.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:20	18030/18030	---M-Z	200	added ('OK')	text/html	etag:%22466e-5f12cecec0a56-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-1_1.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-1_1.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
15:31:21	21635/21635	---M-Z	200	added ('OK')	text/html	etag:%225483-5f12cece92044-gzip%22	https://www.cloudsemi.com/member/eiken/eikenj2/2022-1_2.html	C:/My%20Web%20Sites/Listening/www.cloudsemi.com/member/eiken/eikenj2/2022-1_2.html	(from https://www.cloudsemi.com/member/eiken/eikenj2/eikenj2.html)
