date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:05	21909/21909	---M-Z	200	added ('OK')	text/html	etag:%225595-6541b676d60a3-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/eiken3.html	(from )
18:07:05	65/65	---M--	200	added ('OK')	text/plain	etag:%2241-5b575948b781b%22	https://www.cloudsemi.com/robots.txt		(from )
18:07:05	2433/2433	---M--	200	added ('OK')	text/css	etag:%22981-5e8105812e53d%22	https://www.cloudsemi.com/member/eiken/eiken3/table.css	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/table.css	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:05	6632/6632	---M--	200	added ('OK')	image/gif	etag:%2219e8-5f11ac80eb963%22	https://www.cloudsemi.com/member/eiken/eiken3/image_back.gif	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/image_back.gif	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:06	195238/195238	---M--	200	added ('OK')	text/javascript	etag:14671710127361432759	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-9322505325144938	C:/My%20Web%20Sites/English%20eiken%203/pagead2.googlesyndication.com/pagead/js/f4d3b.txt	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:06	11663/11663	---M-Z	200	added ('OK')	text/html	etag:%222d8f-6541b678531cb-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2026-1_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2026-1_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:06	13045/13045	---M-Z	200	added ('OK')	text/html	etag:%2232f5-6541b6783af03-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2026-1_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2026-1_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:06	12875/12875	---M-Z	200	added ('OK')	text/html	etag:%22324b-6541b678224a8-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2026-1_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2026-1_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:07	11663/11663	---M-Z	200	added ('OK')	text/html	etag:%222d8f-64a21fe6bda1a-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-3_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-3_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:07	12871/12871	---M-Z	200	added ('OK')	text/html	etag:%223247-64a21fe6a33f5-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-3_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-3_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:07	13053/13053	---M-Z	200	added ('OK')	text/html	etag:%2232fd-64a21fe687308-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-3_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-3_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:07	11663/11663	---M-Z	200	added ('OK')	text/html	etag:%222d8f-6413c915c1154-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-2_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-2_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:08	12887/12887	---M-Z	200	added ('OK')	text/html	etag:%223257-6413c915a1197-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-2_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-2_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:08	13005/13005	---M-Z	200	added ('OK')	text/html	etag:%2232cd-6413c9158832e-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-2_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-2_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:08	11663/11663	---M-Z	200	added ('OK')	text/html	etag:%222d8f-6376c8c08e5d4-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-1_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-1_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:08	12987/12987	---M-Z	200	added ('OK')	text/html	etag:%2232bb-6376c8c074fd2-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-1_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-1_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:08	12742/12742	---M-Z	200	added ('OK')	text/html	etag:%2231c6-6376c8c05ad97-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2025-1_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2025-1_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:09	11807/11807	---M-Z	200	added ('OK')	text/html	etag:%222e1f-62d72bacd8d82-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-3_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-3_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:09	12669/12669	---M-Z	200	added ('OK')	text/html	etag:%22317d-62d72bacbb4b2-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-3_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-3_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:09	12910/12910	---M-Z	200	added ('OK')	text/html	etag:%22326e-62d72bac9e3e0-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-3_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-3_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:09	11807/11807	---M-Z	200	added ('OK')	text/html	etag:%222e1f-62d5de69b0ea6-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-2_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-2_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:10	12851/12851	---M-Z	200	added ('OK')	text/html	etag:%223233-624797ff10d98-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-2_2.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-2_2.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:10	12958/12958	---M-Z	200	added ('OK')	text/html	etag:%22329e-624797feee6e6-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-2_3.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-2_3.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
18:07:10	11807/11807	---M-Z	200	added ('OK')	text/html	etag:%222e1f-61a9844467df4-gzip%22	https://www.cloudsemi.com/member/eiken/eiken3/2024-1_1.html	C:/My%20Web%20Sites/English%20eiken%203/www.cloudsemi.com/member/eiken/eiken3/2024-1_1.html	(from https://www.cloudsemi.com/member/eiken/eiken3/eiken3.html)
